Sample,A0,A1,A2
994,556.0,320.0,209.0
995,556.0,322.0,211.0
996,552.0,319.0,210.0
997,549.0,314.0,208.0
998,539.0,313.0,204.0
999,533.0,315.0,201.0
1000,536.0,317.0,199.0
1001,541.0,318.0,200.0
1002,545.0,317.0,202.0
1003,550.0,316.0,207.0
1004,552.0,315.0,211.0
1005,552.0,311.0,213.0
1006,545.0,308.0,212.0
1007,547.0,303.0,208.0
1008,552.0,305.0,207.0
1009,555.0,312.0,210.0
1010,556.0,319.0,213.0
1011,556.0,322.0,215.0
1012,555.0,322.0,217.0
1013,551.0,317.0,216.0
1014,545.0,313.0,215.0
1015,536.0,314.0,210.0
1016,533.0,317.0,208.0
1017,537.0,318.0,205.0
1018,542.0,318.0,205.0
1019,546.0,317.0,208.0
1020,550.0,316.0,210.0
1021,552.0,314.0,211.0
1022,549.0,311.0,211.0
1023,545.0,306.0,208.0
1024,549.0,304.0,206.0
1025,554.0,308.0,206.0
1026,556.0,315.0,209.0
1027,557.0,320.0,212.0
1028,556.0,323.0,214.0
1029,554.0,321.0,214.0
1030,550.0,315.0,212.0
1031,542.0,314.0,209.0
1032,534.0,315.0,205.0
1033,534.0,318.0,203.0
1034,539.0,318.0,202.0
1035,543.0,319.0,204.0
1036,548.0,317.0,207.0
1037,551.0,316.0,209.0
1038,553.0,313.0,211.0
1039,546.0,310.0,210.0
1040,546.0,305.0,207.0
1041,550.0,306.0,205.0
1042,555.0,311.0,207.0
1043,557.0,318.0,210.0
1044,557.0,323.0,212.0
1045,555.0,323.0,213.0
1046,552.0,320.0,213.0
1047,548.0,314.0,210.0
1048,538.0,313.0,206.0
1049,533.0,316.0,203.0
1050,536.0,318.0,202.0
1051,540.0,319.0,201.0
1052,545.0,319.0,204.0
1053,549.0,317.0,207.0
1054,552.0,315.0,208.0
1055,552.0,312.0,210.0
1056,545.0,308.0,209.0
1057,548.0,304.0,205.0
1058,552.0,307.0,205.0
1059,556.0,313.0,207.0
1060,557.0,319.0,209.0
1061,557.0,323.0,212.0
1062,554.0,323.0,213.0
1063,551.0,318.0,212.0
1064,545.0,313.0,209.0
1065,536.0,315.0,205.0
1066,533.0,318.0,200.0
1067,537.0,319.0,199.0
1068,542.0,319.0,200.0
1069,547.0,318.0,203.0
1070,550.0,316.0,205.0
1071,553.0,314.0,207.0
1072,550.0,311.0,207.0
1073,545.0,306.0,205.0
1074,549.0,305.0,202.0
1075,554.0,309.0,203.0
1076,557.0,316.0,205.0
1077,557.0,321.0,208.0
1078,556.0,323.0,210.0
1079,553.0,322.0,210.0
1080,549.0,316.0,208.0
1081,541.0,313.0,205.0
1082,534.0,316.0,200.0
1083,535.0,318.0,199.0
1084,540.0,319.0,198.0
1085,544.0,319.0,200.0
1086,549.0,318.0,203.0
1087,551.0,316.0,206.0
1088,552.0,313.0,207.0
1089,545.0,311.0,207.0
1090,546.0,305.0,203.0
1091,551.0,306.0,201.0
1092,555.0,311.0,203.0
1093,557.0,318.0,207.0
1094,556.0,323.0,209.0
1095,555.0,324.0,210.0
1096,552.0,320.0,210.0
1097,548.0,315.0,208.0
1098,537.0,314.0,204.0
1099,533.0,317.0,200.0
1100,536.0,319.0,199.0
1101,541.0,319.0,199.0
1102,545.0,319.0,201.0
1103,549.0,317.0,204.0
1104,551.0,315.0,207.0
1105,551.0,313.0,208.0
1106,544.0,309.0,205.0
1107,549.0,305.0,202.0
1108,553.0,308.0,202.0
1109,555.0,314.0,205.0
1110,557.0,320.0,208.0
1111,556.0,324.0,210.0
1112,554.0,323.0,211.0
1113,551.0,318.0,209.0
1114,545.0,314.0,206.0
1115,535.0,315.0,203.0
1116,533.0,317.0,200.0
1117,538.0,319.0,199.0
1118,542.0,319.0,201.0
1119,547.0,318.0,204.0
1120,550.0,317.0,208.0
1121,552.0,314.0,211.0
1122,549.0,311.0,212.0
1123,545.0,305.0,208.0
1124,549.0,305.0,206.0
1125,553.0,309.0,208.0
1126,556.0,316.0,210.0
1127,557.0,322.0,213.0
1128,556.0,324.0,215.0
1129,553.0,322.0,215.0
1130,549.0,316.0,214.0
1131,540.0,313.0,211.0
1132,533.0,316.0,206.0
1133,536.0,318.0,203.0
1134,540.0,319.0,202.0
1135,544.0,318.0,203.0
1136,548.0,317.0,206.0
1137,552.0,315.0,208.0
1138,552.0,313.0,208.0
1139,545.0,310.0,206.0
1140,548.0,305.0,202.0
1141,551.0,307.0,202.0
1142,555.0,312.0,204.0
1143,556.0,319.0,206.0
1144,557.0,323.0,208.0
1145,555.0,324.0,209.0
1146,552.0,319.0,208.0
1147,547.0,314.0,207.0
1148,538.0,315.0,202.0
1149,534.0,317.0,198.0
1150,537.0,319.0,197.0
1151,542.0,319.0,197.0
1152,546.0,319.0,200.0
1153,550.0,318.0,204.0
1154,552.0,315.0,208.0
1155,551.0,313.0,209.0
1156,545.0,308.0,208.0
1157,549.0,305.0,204.0
1158,553.0,308.0,204.0
1159,556.0,314.0,207.0
1160,557.0,320.0,209.0
1161,556.0,324.0,212.0
1162,554.0,323.0,213.0
1163,551.0,317.0,213.0
1164,544.0,313.0,210.0
1165,535.0,316.0,206.0
1166,534.0,318.0,202.0
1167,538.0,319.0,202.0
1168,543.0,319.0,202.0
1169,548.0,318.0,204.0
1170,552.0,316.0,209.0
1171,552.0,313.0,211.0
1172,548.0,311.0,213.0
1173,545.0,305.0,210.0
1174,551.0,305.0,207.0
1175,554.0,309.0,208.0
1176,557.0,317.0,210.0
1177,557.0,321.0,214.0
1178,556.0,324.0,216.0
1179,553.0,321.0,215.0
1180,549.0,315.0,214.0
1181,540.0,313.0,211.0
1182,533.0,317.0,207.0
1183,536.0,318.0,203.0
1184,540.0,318.0,203.0
1185,545.0,318.0,204.0
1186,549.0,317.0,206.0
1187,551.0,315.0,209.0
1188,552.0,313.0,209.0
1189,545.0,309.0,206.0
1190,547.0,305.0,204.0
1191,551.0,306.0,203.0
1192,555.0,312.0,205.0
1193,557.0,318.0,208.0
1194,556.0,323.0,211.0
1195,555.0,323.0,213.0
1196,552.0,319.0,211.0
1197,548.0,314.0,209.0
1198,537.0,315.0,205.0
1199,533.0,317.0,202.0
1200,536.0,318.0,199.0
1201,541.0,319.0,200.0
1202,546.0,318.0,203.0
1203,550.0,317.0,206.0
1204,552.0,315.0,208.0
1205,551.0,311.0,209.0
1206,545.0,307.0,207.0
1207,548.0,305.0,203.0
1208,553.0,308.0,204.0
1209,555.0,315.0,207.0
1210,557.0,321.0,210.0
1211,556.0,324.0,211.0
1212,554.0,322.0,212.0
1213,550.0,316.0,210.0
1214,544.0,313.0,208.0
1215,534.0,315.0,204.0
1216,534.0,318.0,201.0
1217,539.0,319.0,199.0
1218,543.0,319.0,201.0
1219,547.0,317.0,205.0
1220,551.0,315.0,208.0
1221,552.0,313.0,211.0
1222,547.0,311.0,211.0
1223,546.0,305.0,209.0
1224,551.0,305.0,206.0
1225,554.0,310.0,207.0
1226,556.0,317.0,210.0
1227,557.0,322.0,212.0
1228,555.0,323.0,214.0
1229,553.0,321.0,214.0
1230,550.0,314.0,212.0
1231,540.0,313.0,209.0
1232,534.0,316.0,205.0
1233,535.0,318.0,203.0
1234,540.0,318.0,202.0
1235,544.0,318.0,204.0
1236,549.0,317.0,206.0
1237,552.0,315.0,209.0
1238,552.0,312.0,212.0
1239,545.0,309.0,211.0
1240,547.0,305.0,207.0
1241,551.0,305.0,206.0
1242,555.0,312.0,208.0
1243,557.0,318.0,211.0
1244,556.0,322.0,215.0
1245,555.0,322.0,214.0
1246,552.0,319.0,214.0
1247,547.0,313.0,213.0
1248,536.0,314.0,208.0
1249,532.0,316.0,204.0
1250,537.0,318.0,203.0
1251,541.0,319.0,203.0
1252,546.0,317.0,205.0
1253,550.0,315.0,207.0
1254,551.0,313.0,209.0
1255,550.0,310.0,209.0
1256,544.0,305.0,206.0
1257,549.0,304.0,203.0
1258,553.0,307.0,204.0
1259,556.0,314.0,207.0
1260,557.0,320.0,210.0
1261,556.0,323.0,211.0
1262,553.0,321.0,213.0
1263,550.0,316.0,210.0
1264,543.0,313.0,208.0
1265,534.0,315.0,203.0
1266,533.0,317.0,201.0
1267,539.0,318.0,199.0
1268,543.0,317.0,202.0
1269,548.0,317.0,204.0
1270,550.0,315.0,206.0
1271,551.0,313.0,208.0
1272,547.0,309.0,208.0
1273,545.0,304.0,204.0
1274,550.0,305.0,203.0
1275,554.0,310.0,204.0
1276,557.0,317.0,208.0
1277,557.0,321.0,209.0
1278,555.0,323.0,210.0
1279,552.0,320.0,211.0
1280,548.0,314.0,208.0
1281,538.0,314.0,205.0
1282,532.0,316.0,201.0
1283,535.0,317.0,198.0
1284,540.0,318.0,198.0
1285,544.0,318.0,200.0
1286,549.0,317.0,203.0
1287,551.0,314.0,206.0
1288,551.0,312.0,209.0
1289,544.0,308.0,209.0
1290,547.0,304.0,205.0
1291,552.0,306.0,204.0
1292,555.0,313.0,206.0
1293,557.0,319.0,209.0
1294,556.0,322.0,211.0
1295,554.0,322.0,212.0
1296,551.0,319.0,212.0
1297,545.0,313.0,210.0
1298,535.0,314.0,206.0
1299,533.0,316.0,201.0
1300,537.0,318.0,200.0
1301,541.0,318.0,201.0
1302,546.0,317.0,203.0
1303,550.0,315.0,205.0
1304,551.0,313.0,207.0
1305,550.0,311.0,206.0
1306,544.0,306.0,203.0
1307,548.0,304.0,201.0
1308,554.0,308.0,202.0
1309,556.0,315.0,205.0
1310,556.0,320.0,208.0
1311,555.0,323.0,209.0
1312,553.0,321.0,210.0
1313,549.0,316.0,209.0
1314,542.0,313.0,205.0
1315,533.0,316.0,201.0
1316,534.0,317.0,198.0
1317,539.0,318.0,198.0
1318,543.0,318.0,200.0
1319,548.0,317.0,202.0
1320,551.0,316.0,205.0
1321,552.0,314.0,206.0
1322,546.0,310.0,205.0
1323,546.0,305.0,201.0
1324,550.0,305.0,201.0
1325,554.0,312.0,202.0
1326,556.0,318.0,204.0
1327,556.0,322.0,208.0
1328,555.0,323.0,208.0
1329,552.0,320.0,208.0
1330,549.0,314.0,206.0
1331,538.0,313.0,202.0
1332,532.0,317.0,198.0
1333,536.0,319.0,197.0
1334,540.0,319.0,197.0
1335,545.0,318.0,200.0
1336,549.0,316.0,204.0
1337,551.0,315.0,206.0
1338,551.0,311.0,209.0
1339,544.0,308.0,209.0
1340,547.0,305.0,206.0
1341,553.0,307.0,204.0
1342,555.0,314.0,206.0
1343,556.0,319.0,208.0
1344,556.0,323.0,211.0
1345,554.0,323.0,212.0
1346,551.0,318.0,212.0
1347,544.0,313.0,208.0
1348,535.0,315.0,204.0
1349,533.0,318.0,200.0
1350,538.0,318.0,199.0
1351,542.0,319.0,198.0
1352,546.0,319.0,202.0
1353,550.0,317.0,204.0
1354,552.0,314.0,205.0
1355,549.0,311.0,204.0
1356,544.0,306.0,200.0
1357,550.0,305.0,198.0
1358,553.0,309.0,200.0
1359,556.0,316.0,203.0
1360,556.0,322.0,205.0
1361,556.0,324.0,207.0
1362,554.0,322.0,207.0
1363,549.0,316.0,206.0
1364,542.0,313.0,202.0
1365,534.0,316.0,198.0
1366,534.0,318.0,195.0
1367,539.0,319.0,195.0
1368,544.0,318.0,197.0
1369,548.0,317.0,200.0
1370,551.0,317.0,204.0
1371,552.0,314.0,206.0
1372,545.0,310.0,206.0
1373,547.0,305.0,201.0
1374,552.0,306.0,200.0
1375,555.0,312.0,202.0
1376,556.0,318.0,205.0
1377,557.0,323.0,207.0
1378,555.0,324.0,209.0
1379,552.0,320.0,209.0
1380,548.0,314.0,207.0
1381,538.0,314.0,203.0
1382,533.0,317.0,199.0
1383,536.0,319.0,198.0
1384,541.0,319.0,199.0
1385,545.0,318.0,201.0
1386,549.0,317.0,205.0
1387,551.0,316.0,208.0
1388,551.0,312.0,210.0
1389,544.0,309.0,209.0
1390,548.0,305.0,206.0
1391,552.0,309.0,205.0
1392,556.0,314.0,209.0
1393,556.0,321.0,210.0
1394,556.0,324.0,213.0
1395,554.0,324.0,214.0
1396,550.0,318.0,213.0
1397,545.0,314.0,210.0
1398,535.0,316.0,206.0
1399,534.0,318.0,202.0
1400,538.0,320.0,200.0
1401,543.0,319.0,202.0
1402,547.0,318.0,203.0
1403,551.0,317.0,205.0
1404,552.0,315.0,207.0
1405,548.0,311.0,206.0
1406,545.0,306.0,203.0
1407,550.0,305.0,200.0
1408,555.0,310.0,202.0
1409,556.0,317.0,206.0
1410,557.0,322.0,207.0
1411,556.0,324.0,209.0
1412,554.0,322.0,209.0
1413,550.0,316.0,208.0
1414,542.0,314.0,205.0
1415,533.0,317.0,200.0
1416,535.0,319.0,198.0
1417,540.0,319.0,197.0
1418,544.0,320.0,199.0
1419,549.0,318.0,203.0
1420,552.0,317.0,205.0
1421,552.0,314.0,206.0
1422,545.0,311.0,206.0
1423,547.0,305.0,202.0
1424,551.0,307.0,202.0
1425,555.0,313.0,202.0
1426,557.0,319.0,206.0
1427,557.0,323.0,208.0
1428,555.0,324.0,209.0
1429,552.0,320.0,208.0
1430,547.0,315.0,206.0
1431,537.0,315.0,202.0
1432,533.0,318.0,198.0
1433,537.0,319.0,196.0
1434,542.0,319.0,197.0
1435,546.0,319.0,199.0
1436,550.0,318.0,203.0
1437,552.0,316.0,206.0
1438,551.0,313.0,207.0
1439,544.0,309.0,205.0
1440,549.0,305.0,202.0
1441,553.0,308.0,201.0
1442,556.0,316.0,204.0
1443,558.0,321.0,206.0
1444,557.0,324.0,208.0
1445,554.0,323.0,209.0
1446,551.0,318.0,207.0
1447,544.0,314.0,206.0
1448,535.0,316.0,201.0
1449,534.0,318.0,198.0
1450,538.0,319.0,197.0
1451,543.0,320.0,197.0
1452,548.0,318.0,200.0
1453,551.0,317.0,203.0
1454,552.0,314.0,204.0
1455,548.0,312.0,204.0
1456,546.0,306.0,200.0
1457,550.0,305.0,198.0
1458,555.0,310.0,200.0
1459,556.0,317.0,203.0
1460,557.0,322.0,206.0
1461,555.0,324.0,207.0
1462,554.0,321.0,207.0
1463,549.0,315.0,206.0
1464,540.0,313.0,203.0
1465,534.0,317.0,199.0
1466,535.0,318.0,197.0
1467,540.0,319.0,197.0
1468,544.0,319.0,200.0
1469,549.0,318.0,204.0
1470,551.0,316.0,207.0
1471,552.0,313.0,209.0
1472,545.0,309.0,209.0
1473,547.0,305.0,205.0
1474,551.0,307.0,206.0
1475,556.0,313.0,207.0
1476,556.0,319.0,210.0
1477,556.0,323.0,212.0
1478,555.0,324.0,213.0
1479,552.0,320.0,213.0
1480,547.0,314.0,211.0
1481,537.0,315.0,207.0
1482,533.0,317.0,203.0
1483,537.0,319.0,201.0
1484,542.0,320.0,202.0
1485,546.0,319.0,204.0
1486,550.0,317.0,206.0
1487,552.0,315.0,207.0
1488,550.0,312.0,208.0
1489,544.0,308.0,204.0
1490,548.0,305.0,202.0
1491,553.0,308.0,202.0
1492,556.0,315.0,205.0
1493,557.0,321.0,208.0
1494,556.0,325.0,209.0
1495,554.0,323.0,210.0
1496,550.0,318.0,208.0
1497,544.0,313.0,205.0
1498,535.0,316.0,201.0
1499,535.0,318.0,197.0
1500,539.0,319.0,196.0
1501,543.0,319.0,198.0
1502,547.0,318.0,201.0
1503,551.0,317.0,203.0
1504,553.0,314.0,205.0
1505,547.0,312.0,204.0
1506,546.0,305.0,200.0
1507,550.0,306.0,199.0
1508,555.0,311.0,200.0
1509,556.0,317.0,203.0
1510,557.0,323.0,205.0
1511,555.0,324.0,207.0
1512,553.0,321.0,207.0
1513,549.0,315.0,205.0
1514,540.0,315.0,201.0
1515,533.0,317.0,196.0
1516,535.0,319.0,195.0
1517,540.0,320.0,196.0
1518,545.0,318.0,198.0
1519,549.0,318.0,202.0
1520,551.0,315.0,205.0
1521,552.0,314.0,206.0
1522,544.0,309.0,203.0
1523,548.0,305.0,200.0
1524,551.0,307.0,200.0
1525,555.0,314.0,202.0
1526,556.0,320.0,206.0
1527,557.0,324.0,207.0
1528,554.0,324.0,208.0
1529,551.0,319.0,208.0
1530,546.0,314.0,205.0
1531,536.0,316.0,201.0
1532,533.0,318.0,197.0
1533,537.0,320.0,197.0
1534,542.0,320.0,197.0
1535,546.0,319.0,200.0
1536,550.0,317.0,203.0
1537,552.0,315.0,206.0
1538,550.0,313.0,207.0
1539,544.0,308.0,205.0
1540,548.0,306.0,202.0
1541,553.0,310.0,202.0
1542,556.0,318.0,204.0
1543,557.0,322.0,207.0
1544,557.0,325.0,209.0
1545,553.0,324.0,210.0
1546,550.0,318.0,208.0
1547,543.0,314.0,206.0
1548,534.0,318.0,201.0
1549,533.0,319.0,199.0
1550,538.0,320.0,198.0
1551,544.0,320.0,199.0
1552,548.0,320.0,202.0
1553,551.0,317.0,205.0
1554,552.0,315.0,207.0
1555,547.0,313.0,206.0
1556,546.0,307.0,202.0
1557,550.0,307.0,201.0
1558,554.0,313.0,203.0
1559,557.0,319.0,206.0
1560,556.0,323.0,209.0
1561,555.0,325.0,209.0
1562,552.0,322.0,209.0
1563,548.0,316.0,207.0
1564,539.0,315.0,203.0
1565,533.0,318.0,199.0
1566,536.0,319.0,197.0
1567,540.0,319.0,197.0
1568,545.0,319.0,200.0
1569,549.0,319.0,204.0
1570,551.0,316.0,207.0
1571,552.0,313.0,210.0
1572,544.0,310.0,209.0
1573,547.0,306.0,206.0
1574,552.0,308.0,204.0
1575,555.0,315.0,207.0
1576,557.0,321.0,208.0
1577,556.0,325.0,212.0
1578,554.0,325.0,212.0
1579,551.0,320.0,212.0
1580,546.0,315.0,209.0
1581,536.0,317.0,206.0
1582,533.0,319.0,201.0
1583,537.0,320.0,199.0
1584,542.0,321.0,199.0
1585,546.0,319.0,201.0
1586,550.0,318.0,204.0
1587,552.0,316.0,207.0
1588,549.0,313.0,209.0
1589,544.0,308.0,206.0
1590,549.0,306.0,203.0
1591,554.0,311.0,204.0
1592,556.0,318.0,206.0
1593,557.0,323.0,209.0
1594,556.0,326.0,211.0
1595,554.0,325.0,213.0
1596,550.0,318.0,210.0
1597,542.0,316.0,207.0
1598,534.0,319.0,203.0
1599,534.0,320.0,200.0
1600,539.0,322.0,200.0
1601,543.0,321.0,201.0
1602,548.0,320.0,204.0
1603,552.0,319.0,208.0
1604,552.0,316.0,209.0
1605,546.0,313.0,209.0
1606,547.0,308.0,205.0
1607,551.0,308.0,204.0
1608,555.0,313.0,206.0
1609,556.0,320.0,208.0
1610,557.0,325.0,211.0
1611,555.0,326.0,212.0
1612,552.0,322.0,212.0
1613,548.0,318.0,211.0
1614,539.0,316.0,206.0
1615,533.0,319.0,203.0
1616,536.0,320.0,200.0
1617,541.0,322.0,202.0
1618,545.0,321.0,203.0
1619,550.0,319.0,205.0
1620,553.0,318.0,207.0
1621,552.0,315.0,207.0
1622,544.0,312.0,203.0
1623,548.0,307.0,201.0
1624,552.0,309.0,201.0
1625,556.0,316.0,204.0
1626,557.0,321.0,207.0
1627,556.0,325.0,209.0
1628,554.0,325.0,209.0
1629,552.0,321.0,208.0
1630,546.0,315.0,205.0
1631,536.0,316.0,201.0
1632,534.0,319.0,198.0
1633,538.0,320.0,197.0
1634,542.0,319.0,198.0
1635,547.0,319.0,201.0
1636,550.0,317.0,204.0
1637,552.0,315.0,205.0
1638,549.0,312.0,205.0
1639,545.0,307.0,201.0
1640,549.0,306.0,199.0
1641,554.0,311.0,200.0
1642,557.0,317.0,203.0
1643,557.0,322.0,206.0
1644,556.0,325.0,208.0
1645,553.0,323.0,208.0
1646,550.0,317.0,206.0
1647,542.0,315.0,202.0
1648,534.0,317.0,199.0
1649,535.0,320.0,196.0
1650,540.0,320.0,196.0
1651,545.0,320.0,197.0
1652,549.0,319.0,201.0
1653,552.0,318.0,204.0
1654,552.0,314.0,204.0
1655,546.0,311.0,203.0
1656,547.0,306.0,199.0
1657,552.0,307.0,199.0
1658,556.0,313.0,201.0
1659,557.0,320.0,203.0
1660,557.0,324.0,205.0
1661,555.0,325.0,207.0
1662,553.0,322.0,206.0
1663,548.0,316.0,205.0
1664,538.0,315.0,200.0
1665,533.0,318.0,196.0
1666,536.0,319.0,195.0
1667,541.0,320.0,196.0
1668,545.0,320.0,198.0
1669,550.0,318.0,201.0
1670,552.0,316.0,204.0
1671,551.0,313.0,205.0
1672,545.0,309.0,204.0
1673,548.0,306.0,201.0
1674,553.0,309.0,200.0
1675,556.0,315.0,202.0
1676,557.0,321.0,205.0
1677,556.0,325.0,207.0
1678,554.0,325.0,208.0
1679,551.0,319.0,207.0
1680,545.0,315.0,204.0
1681,535.0,317.0,200.0
1682,533.0,319.0,197.0
1683,538.0,320.0,197.0
1684,542.0,320.0,199.0
1685,547.0,319.0,201.0
1686,551.0,318.0,205.0
1687,552.0,315.0,206.0
1688,549.0,313.0,205.0
1689,545.0,308.0,202.0
1690,549.0,307.0,200.0
1691,554.0,311.0,202.0
1692,556.0,318.0,205.0
1693,557.0,323.0,206.0
1694,556.0,326.0,209.0
1695,553.0,323.0,208.0
1696,549.0,317.0,207.0
1697,541.0,315.0,203.0
1698,534.0,318.0,199.0
1699,535.0,319.0,197.0
1700,540.0,320.0,197.0
1701,544.0,320.0,199.0
1702,549.0,319.0,202.0
1703,552.0,317.0,204.0
1704,553.0,315.0,205.0
1705,546.0,312.0,204.0
1706,547.0,306.0,201.0
1707,551.0,308.0,200.0
1708,556.0,313.0,201.0
1709,557.0,320.0,204.0
1710,557.0,325.0,206.0
1711,555.0,326.0,208.0
1712,552.0,321.0,208.0
1713,548.0,316.0,205.0
1714,537.0,315.0,201.0
1715,533.0,318.0,197.0
1716,537.0,320.0,195.0
1717,542.0,320.0,196.0
1718,546.0,319.0,198.0
1719,550.0,318.0,202.0
1720,552.0,316.0,204.0
1721,552.0,314.0,205.0
1722,545.0,309.0,204.0
1723,548.0,306.0,200.0
1724,553.0,309.0,201.0
1725,556.0,316.0,203.0
1726,558.0,322.0,206.0
1727,556.0,325.0,208.0
1728,555.0,324.0,209.0
1729,550.0,319.0,208.0
1730,545.0,315.0,205.0
1731,535.0,316.0,201.0
1732,534.0,319.0,198.0
1733,539.0,320.0,197.0
1734,543.0,320.0,199.0
1735,547.0,319.0,202.0
1736,551.0,317.0,204.0
1737,552.0,315.0,206.0
1738,548.0,312.0,205.0
1739,546.0,307.0,202.0
1740,550.0,307.0,201.0
1741,554.0,312.0,201.0
1742,557.0,318.0,205.0
1743,558.0,323.0,207.0
1744,556.0,325.0,208.0
1745,553.0,323.0,208.0
1746,550.0,317.0,207.0
1747,540.0,314.0,203.0
1748,534.0,318.0,200.0
1749,536.0,320.0,198.0
1750,541.0,320.0,197.0
1751,545.0,320.0,200.0
1752,549.0,319.0,202.0
1753,552.0,317.0,204.0
1754,553.0,315.0,205.0
1755,545.0,311.0,203.0
1756,547.0,306.0,200.0
1757,552.0,308.0,200.0
1758,555.0,314.0,202.0
1759,558.0,321.0,206.0
1760,557.0,324.0,207.0
1761,555.0,325.0,208.0
1762,552.0,321.0,208.0
1763,547.0,316.0,206.0
1764,537.0,316.0,202.0
1765,533.0,319.0,198.0
1766,537.0,320.0,197.0
1767,542.0,321.0,198.0
1768,546.0,320.0,202.0
1769,550.0,319.0,207.0
1770,552.0,317.0,210.0
1771,552.0,314.0,212.0
1772,545.0,310.0,210.0
1773,549.0,307.0,207.0
1774,553.0,311.0,207.0
1775,557.0,317.0,209.0
1776,557.0,323.0,213.0
1777,557.0,326.0,214.0
1778,554.0,325.0,215.0
1779,551.0,320.0,214.0
1780,543.0,316.0,210.0
1781,536.0,318.0,206.0
1782,534.0,320.0,202.0
1783,539.0,321.0,201.0
1784,543.0,322.0,203.0
1785,548.0,321.0,205.0
1786,551.0,319.0,207.0
1787,553.0,317.0,208.0
1788,547.0,313.0,207.0
1789,546.0,308.0,204.0
1790,550.0,308.0,202.0
1791,555.0,313.0,204.0
1792,557.0,319.0,206.0
1793,557.0,325.0,209.0
1794,556.0,326.0,211.0
1795,553.0,324.0,211.0
1796,549.0,318.0,209.0
1797,540.0,316.0,205.0
1798,534.0,320.0,200.0
1799,536.0,321.0,198.0
1800,540.0,321.0,197.0
1801,545.0,321.0,198.0
1802,549.0,320.0,202.0
1803,552.0,318.0,206.0
1804,553.0,316.0,209.0
1805,545.0,312.0,208.0
1806,547.0,308.0,204.0
1807,552.0,310.0,203.0
1808,555.0,316.0,205.0
1809,557.0,322.0,208.0
1810,557.0,326.0,211.0
1811,555.0,326.0,212.0
1812,552.0,322.0,212.0
1813,547.0,317.0,209.0
1814,536.0,318.0,205.0
1815,533.0,320.0,201.0
1816,537.0,321.0,200.0
1817,543.0,322.0,201.0
1818,546.0,321.0,203.0
1819,550.0,319.0,205.0
1820,552.0,317.0,206.0
1821,550.0,315.0,206.0
1822,545.0,310.0,202.0
1823,549.0,307.0,202.0
1824,553.0,312.0,202.0
1825,556.0,319.0,206.0
1826,557.0,323.0,208.0
1827,556.0,327.0,210.0
1828,554.0,326.0,209.0
1829,550.0,319.0,209.0
1830,543.0,317.0,205.0
1831,535.0,318.0,200.0
1832,534.0,321.0,198.0
1833,540.0,321.0,197.0
1834,543.0,321.0,200.0
1835,549.0,320.0,202.0
1836,551.0,319.0,206.0
1837,552.0,317.0,209.0
1838,546.0,313.0,210.0
1839,546.0,308.0,208.0
1840,551.0,308.0,204.0
1841,555.0,313.0,205.0
1842,556.0,319.0,208.0
1843,557.0,325.0,211.0
1844,556.0,326.0,212.0
1845,552.0,323.0,212.0
1846,549.0,317.0,210.0
1847,539.0,316.0,207.0
1848,533.0,319.0,203.0
1849,536.0,320.0,200.0
1850,541.0,321.0,199.0
1851,545.0,321.0,202.0
1852,549.0,320.0,205.0
1853,552.0,317.0,207.0
1854,552.0,315.0,208.0
1855,545.0,311.0,205.0
1856,548.0,307.0,203.0
1857,552.0,309.0,202.0
1858,556.0,315.0,205.0
1859,558.0,321.0,208.0
1860,556.0,325.0,211.0
1861,555.0,325.0,212.0
1862,552.0,321.0,210.0
1863,546.0,315.0,208.0
1864,536.0,317.0,204.0
1865,533.0,319.0,200.0
1866,537.0,320.0,198.0
1867,542.0,321.0,200.0
1868,547.0,320.0,202.0
1869,550.0,318.0,207.0
1870,553.0,317.0,210.0
1871,549.0,313.0,210.0
1872,545.0,309.0,208.0
1873,549.0,307.0,205.0
1874,553.0,310.0,206.0
1875,556.0,317.0,208.0
1876,557.0,323.0,211.0
1877,556.0,326.0,213.0
1878,554.0,324.0,213.0
1879,550.0,318.0,212.0
1880,542.0,315.0,208.0
1881,534.0,318.0,205.0
1882,534.0,320.0,201.0
1883,539.0,320.0,200.0
1884,543.0,320.0,201.0
1885,548.0,319.0,204.0
1886,552.0,319.0,207.0
1887,552.0,316.0,209.0
1888,546.0,313.0,207.0
1889,547.0,307.0,202.0
1890,551.0,308.0,202.0
1891,555.0,313.0,205.0
1892,557.0,319.0,207.0
1893,557.0,324.0,210.0
1894,555.0,325.0,211.0
1895,552.0,322.0,211.0
1896,549.0,316.0,209.0
1897,538.0,315.0,206.0
1898,533.0,318.0,201.0
1899,536.0,319.0,200.0
1900,540.0,320.0,201.0
1901,545.0,319.0,204.0
1902,549.0,319.0,208.0
1903,551.0,316.0,211.0
1904,551.0,314.0,212.0
1905,544.0,310.0,212.0
1906,548.0,307.0,208.0
1907,552.0,308.0,207.0
1908,556.0,316.0,210.0
1909,557.0,321.0,213.0
1910,556.0,325.0,214.0
1911,554.0,325.0,215.0
1912,551.0,320.0,214.0
1913,545.0,315.0,212.0
1914,536.0,317.0,208.0
1915,534.0,320.0,204.0
1916,538.0,321.0,203.0
1917,542.0,320.0,203.0
1918,547.0,319.0,205.0
1919,551.0,319.0,208.0
1920,552.0,316.0,209.0
1921,549.0,313.0,209.0
1922,545.0,308.0,206.0
1923,549.0,307.0,204.0
1924,554.0,310.0,204.0
1925,556.0,318.0,207.0
